comment;cleaned;normalisasi;filtered;steming_data;sentiment
Oppo g pernah di review;oppo g pernah di review;['oppo', 'tidak', 'pernah', 'di', 'review'];['oppo', 'review'];['oppo', 'review'];netral
Alhamdulillah sudah kebeli kopi nya;alhamdulillah sudah kebeli kopi nya;['alhamdulillah', 'sudah', 'kebeli', 'kopi', 'ya'];['alhamdulillah', 'kebeli', 'kopi', 'ya'];['alhamdulillah', 'kebel', 'kopi', 'ya'];netral
hp iqoo 13 bagus nggk min/bg?;hp iqoo  bagus nggk minbg;['hp', 'iqoo', 'bagus', 'tidak', 'minbg'];['hp', 'iqoo', 'bagus', 'minbg'];['hp', 'iqoo', 'bagus', 'minbg'];netral
Bagusan mana kameranya om hp infinix note 40 atau infinix note 50 pro 4G, Rencana mau beli soalnnya🙏🙏🙏;bagusan mana kameranya om hp infinix note  atau infinix note  pro g rencana mau beli soalnnya;['bagusan', 'mana', 'kameranya', 'om', 'hp', 'infinix', 'note', 'atau', 'infinix', 'note', 'pro', 'tidak', 'rencana', 'mau', 'beli', 'soalnnya'];['bagusan', 'kameranya', 'om', 'hp', 'infinix', 'note', 'infinix', 'note', 'pro', 'rencana', 'beli', 'soalnnya'];['bagus', 'kamera', 'om', 'hp', 'infinix', 'note', 'infinix', 'note', 'pro', 'rencana', 'beli', 'soalnnya'];netral
50 pro lah jls;pro lah jls;['pro', 'lah', 'jls'];['pro', 'jls'];['pro', 'jls'];netral
Minta satu aja kyknya g rugi tuh😂;minta satu aja kyknya g rugi tuh;['meminta', 'satu', 'saja', 'kayaknya', 'tidak', 'rugi', 'tuh'];['kayaknya', 'rugi', 'tuh'];['kayak', 'rugi', 'tuh'];netral
Makasih bang, mau ambil ROG PHONE 9 PRO 😁;makasih bang mau ambil rog phone  pro;['terima kasih', 'abang', 'mau', 'ambil', 'rog', 'phone', 'pro'];['terima kasih', 'abang', 'ambil', 'rog', 'phone', 'pro'];['terima kasih', 'abang', 'ambil', 'rog', 'phone', 'pro'];netral
Yang paling aneh adalah kenapa samsung gak pernah masuk kategori rekomendasi 😢;yang paling aneh adalah kenapa samsung gak pernah masuk kategori rekomendasi;['yang', 'paling', 'aneh', 'adalah', 'kenapa', 'samsung', 'tidak', 'pernah', 'masuk', 'kategori', 'rekomendasi'];['aneh', 'samsung', 'masuk', 'kategori', 'rekomendasi'];['aneh', 'samsung', 'masuk', 'kategori', 'rekomendasi'];netral
"Samsung itu ngasih spek sesuai harga sedangkan brand lain ngasih spek diatas harga 

Misal Hrga 5juta spek umumnya Snapdragon gen 1 tapi hp lain ngasih Snapdragon gen 3 

Makannya Samsung jarang masuk nominasi soalnya bagusnya ga dispek mesin,paling kamera dan ketahanan hp aja yang bisa awet 

Itupun blom tentu kameranya lebih bagus daripada yang laen";"samsung itu ngasih spek sesuai harga sedangkan brand lain ngasih spek diatas harga 

misal hrga juta spek umumnya snapdragon gen  tapi hp lain ngasih snapdragon gen  

makannya samsung jarang masuk nominasi soalnya bagusnya ga dispek mesinpaling kamera dan ketahanan hp aja yang bisa awet 

itupun blom tentu kameranya lebih bagus daripada yang laen";['samsung', 'itu', 'mengasih', 'spek', 'sesuai', 'harga', 'sedangkan', 'brand', 'lain', 'mengasih', 'spek', 'diatas', 'harga', 'misal', 'hrga', 'juta', 'spek', 'umumnya', 'snapdragon', 'gen', 'tapi', 'hp', 'lain', 'mengasih', 'snapdragon', 'gen', 'makannya', 'samsung', 'jarang', 'masuk', 'nominasi', 'soalnya', 'bagusnya', 'tidak', 'dispek', 'mesinpaling', 'kamera', 'dan', 'ketahanan', 'hp', 'saja', 'yang', 'bisa', 'awet', 'itupun', 'belum', 'tentu', 'kameranya', 'lebih', 'bagus', 'daripada', 'yang', 'lain'];['samsung', 'mengasih', 'spek', 'sesuai', 'harga', 'brand', 'mengasih', 'spek', 'diatas', 'harga', 'hrga', 'juta', 'spek', 'snapdragon', 'gen', 'hp', 'mengasih', 'snapdragon', 'gen', 'makannya', 'samsung', 'jarang', 'masuk', 'nominasi', 'bagusnya', 'dispek', 'mesinpaling', 'kamera', 'ketahanan', 'hp', 'awet', 'itupun', 'kameranya', 'bagus'];['samsung', 'asih', 'spek', 'sesuai', 'harga', 'brand', 'asih', 'spek', 'atas', 'harga', 'hrga', 'juta', 'spek', 'snapdragon', 'gen', 'hp', 'asih', 'snapdragon', 'gen', 'makan', 'samsung', 'jarang', 'masuk', 'nominasi', 'bagus', 'dispek', 'mesinpaling', 'kamera', 'tahan', 'hp', 'awet', 'itu', 'kamera', 'bagus'];positif
Samsung jual namanya;samsung jual namanya;['samsung', 'jual', 'namanya'];['samsung', 'jual', 'namanya'];['samsung', 'jual', 'nama'];netral
Boleh lah bg, HP yg 2jtaan di Kirim ke Medan . hehehehehe;boleh lah bg hp yg jtaan di kirim ke medan  hehehehehe;['boleh', 'lah', 'bang', 'hp', 'yang', 'jtaan', 'di', 'kirim', 'ke', 'medan', 'hehehehehe'];['bang', 'hp', 'jtaan', 'kirim', 'medan', 'hehehehehe'];['bang', 'hp', 'jtaan', 'kirim', 'medan', 'hehehehehe'];netral
Tecno camon bagus buat ngonten gak ya;tecno camon bagus buat ngonten gak ya;['tecno', 'camon', 'bagus', 'buat', 'ngonten', 'tidak', 'ya'];['tecno', 'camon', 'bagus', 'ngonten', 'ya'];['tecno', 'camon', 'bagus', 'ngonten', 'ya'];netral
belum ada hp yang spec seperti ini, layar IPS fhd 6,5, dobel speaker,soc cukup mediatek 99,uffs, baterai minimal 5500 MH,charger 33 wat,ini hp impian saya, belum ada yang buat dari merk apapun;belum ada hp yang spec seperti ini layar ips fhd  dobel speakersoc cukup mediatek uffs baterai minimal  mhcharger  watini hp impian saya belum ada yang buat dari merk apapun;['belum', 'ada', 'hp', 'yang', 'spec', 'seperti', 'ini', 'layar', 'ips', 'fhd', 'dobel', 'speakersoc', 'cukup', 'mediatek', 'uffs', 'baterai', 'minimal', 'mhcharger', 'watini', 'hp', 'impian', 'saya', 'belum', 'ada', 'yang', 'buat', 'dari', 'merk', 'apapun'];['hp', 'spec', 'layar', 'ips', 'fhd', 'dobel', 'speakersoc', 'mediatek', 'uffs', 'baterai', 'minimal', 'mhcharger', 'watini', 'hp', 'impian', 'merk', 'apapun'];['hp', 'spec', 'layar', 'ips', 'fhd', 'dobel', 'speakersoc', 'mediatek', 'uffs', 'baterai', 'minimal', 'mhcharger', 'watini', 'hp', 'impi', 'merk', 'apa'];negatif
hp apa bang;hp apa bang;['hp', 'apa', 'abang'];['hp', 'abang'];['hp', 'abang'];netral
itu Spec hp impian saya, kalau dari brand, Samsung, atau Oppo ngeluarin hp Spec seperti itu;itu spec hp impian saya kalau dari brand samsung atau oppo ngeluarin hp spec seperti itu;['itu', 'spec', 'hp', 'impian', 'saya', 'kalau', 'dari', 'brand', 'samsung', 'atau', 'oppo', 'mengeluarkan', 'hp', 'spec', 'seperti', 'itu'];['spec', 'hp', 'impian', 'brand', 'samsung', 'oppo', 'mengeluarkan', 'hp', 'spec'];['spec', 'hp', 'impi', 'brand', 'samsung', 'oppo', 'keluar', 'hp', 'spec'];netral
Hmm kayaknya ciri-ciri yang kamu bilang ada sih hampir mirip, iqoo z9x/iqoo z7;hmm kayaknya ciriciri yang kamu bilang ada sih hampir mirip iqoo zxiqoo z;['hmm', 'kayaknya', 'ciriciri', 'yang', 'kamu', 'bilang', 'ada', 'sih', 'hampir', 'mirip', 'iqoo', 'zxiqoo', 'saja'];['hmm', 'kayaknya', 'ciriciri', 'bilang', 'sih', 'iqoo', 'zxiqoo'];['hmm', 'kayak', 'ciriciri', 'bilang', 'sih', 'iqoo', 'zxiqoo'];netral
Iqoo 13 mana dah?;iqoo  mana dah;['iqoo', 'mana', 'sudah'];['iqoo'];['iqoo'];netral
poco m6 sama infinix hot 50 bagusan mana bang?;poco m sama infinix hot  bagusan mana bang;['poco', 'sama', 'sama', 'infinix', 'hot', 'bagusan', 'mana', 'abang'];['poco', 'infinix', 'hot', 'bagusan', 'abang'];['poco', 'infinix', 'hot', 'bagus', 'abang'];netral
Buat game apa gak? Kalo main game bagus Infinix;buat game apa gak kalo main game bagus infinix;['buat', 'game', 'apa', 'tidak', 'kalau', 'main', 'game', 'bagus', 'infinix'];['game', 'main', 'game', 'bagus', 'infinix'];['game', 'main', 'game', 'bagus', 'infinix'];netral
Udah yg ketigakalinya saya nonton video ini 😅;udah yg ketigakalinya saya nonton video ini;['sudah', 'yang', 'ketigakalinya', 'saya', 'menonton', 'video', 'ini'];['ketigakalinya', 'menonton', 'video'];['ketigakalinya', 'tonton', 'video'];netral
Kak bahas Nubia neo 3 gt 5g;kak bahas nubia neo  gt g;['kak', 'bahas', 'nubia', 'neo', 'begitu', 'tidak'];['kak', 'bahas', 'nubia', 'neo'];['kak', 'bahas', 'nubia', 'neo'];netral
Bang hp dengan chipset gaming bang?;bang hp dengan chipset gaming bang;['abang', 'hp', 'dengan', 'chipset', 'gaming', 'abang'];['abang', 'hp', 'chipset', 'gaming', 'abang'];['abang', 'hp', 'chipset', 'gaming', 'abang'];netral
Bang please jawab kalo skrg pake 14 pro ganti 16 biasa worth it ga?😊;bang please jawab kalo skrg pake  pro ganti  biasa worth it ga;['abang', 'please', 'jawab', 'kalau', 'sekarang', 'pakai', 'pro', 'ganti', 'biasa', 'worth', 'itu', 'tidak'];['abang', 'please', 'pakai', 'pro', 'ganti', 'worth'];['abang', 'please', 'pakai', 'pro', 'ganti', 'worth'];netral
Infinix 50 pro beneran ga ada iklannya bang?;infinix  pro beneran ga ada iklannya bang;['infinix', 'pro', 'benaran', 'tidak', 'ada', 'iklannya', 'abang'];['infinix', 'pro', 'benaran', 'iklannya', 'abang'];['infinix', 'pro', 'benar', 'iklan', 'abang'];positif
Bang poco x7 pro kata temanku mudah matot;bang poco x pro kata temanku mudah matot;['abang', 'poco', 'kali', 'pro', 'kata', 'temanku', 'mudah', 'matot'];['abang', 'poco', 'kali', 'pro', 'temanku', 'mudah', 'matot'];['abang', 'poco', 'kali', 'pro', 'teman', 'mudah', 'matot'];netral
Ucap orang yg gak mampu beli;ucap orang yg gak mampu beli;['ucap', 'orang', 'yang', 'tidak', 'mampu', 'beli'];['orang', 'beli'];['orang', 'beli'];netral
Motorola g45 5g, tecno camon 40, Infinix note 50, Tecno spark 30 pro, redmi note 14, realme c75, galaxy a 16 4g, infinix note 40, infinix note 50 pro, hp 2 jutaan;motorola g g tecno camon  infinix note  tecno spark  pro redmi note  realme c galaxy a  g infinix note  infinix note  pro hp  jutaan;['motorola', 'tidak', 'tidak', 'tecno', 'camon', 'infinix', 'note', 'tecno', 'spark', 'pro', 'redmi', 'note', 'realme', 'sih', 'galaxy', 'a', 'tidak', 'infinix', 'note', 'infinix', 'note', 'pro', 'hp', 'jutaan'];['motorola', 'tecno', 'camon', 'infinix', 'note', 'tecno', 'spark', 'pro', 'redmi', 'note', 'realme', 'sih', 'galaxy', 'a', 'infinix', 'note', 'infinix', 'note', 'pro', 'hp', 'jutaan'];['motorola', 'tecno', 'camon', 'infinix', 'note', 'tecno', 'spark', 'pro', 'redmi', 'note', 'realme', 'sih', 'galaxy', 'a', 'infinix', 'note', 'infinix', 'note', 'pro', 'hp', 'juta'];netral
kakak kakak boleh minta saran gak ya? aku lagi pengen ganti hp, kira kira budget di bawah 3jt. kalo untuk kebutuhan foto-foto (emang suka foto), terus video, editing tipis-tipis mending pake yang mana ya? makasih sebelumnya!;kakak kakak boleh minta saran gak ya aku lagi pengen ganti hp kira kira budget di bawah jt kalo untuk kebutuhan fotofoto emang suka foto terus video editing tipistipis mending pake yang mana ya makasih sebelumnya;['kakak', 'kakak', 'boleh', 'meminta', 'saran', 'tidak', 'ya', 'aku', 'lagi', 'pengin', 'ganti', 'hp', 'kira', 'kira', 'budget', 'di', 'bawah', 'juta', 'kalau', 'untuk', 'kebutuhan', 'fotofoto', 'memang', 'suka', 'foto', 'terus', 'video', 'editing', 'tipistipis', 'mending', 'pakai', 'yang', 'mana', 'ya', 'terima kasih', 'sebelumnya'];['kakak', 'kakak', 'saran', 'ya', 'pengin', 'ganti', 'hp', 'budget', 'juta', 'kebutuhan', 'fotofoto', 'suka', 'foto', 'video', 'editing', 'tipistipis', 'mending', 'pakai', 'ya', 'terima kasih'];['kakak', 'kakak', 'saran', 'ya', 'pengin', 'ganti', 'hp', 'budget', 'juta', 'butuh', 'fotofoto', 'suka', 'foto', 'video', 'editing', 'tipistipis', 'mending', 'pakai', 'ya', 'terima kasih'];positif
Rekomendasi hp jangka panjang bang ( Masih trauma sama Mediatek);rekomendasi hp jangka panjang bang  masih trauma sama mediatek;['rekomendasi', 'hp', 'jangka', 'panjang', 'abang', 'masih', 'trauma', 'sama', 'mediatek'];['rekomendasi', 'hp', 'jangka', 'abang', 'trauma', 'mediatek'];['rekomendasi', 'hp', 'jangka', 'abang', 'trauma', 'mediatek'];netral
Kapan yaa bisa ganti hp😊;kapan yaa bisa ganti hp;['kapan', 'ya', 'bisa', 'ganti', 'hp'];['ya', 'ganti', 'hp'];['ya', 'ganti', 'hp'];netral
poco f6 ga masuk😢;poco f ga masuk;['poco', 'f', 'tidak', 'masuk'];['poco', 'f', 'masuk'];['poco', 'f', 'masuk'];netral
Rekomendasi hp geming 2 jutaan bg;rekomendasi hp geming  jutaan bg;['rekomendasi', 'hp', 'geming', 'jutaan', 'bang'];['rekomendasi', 'hp', 'geming', 'jutaan', 'bang'];['rekomendasi', 'hp', 'geming', 'juta', 'bang'];netral
tecno;tecno;['tecno'];['tecno'];['tecno'];netral
"Bang selain Realme XT (waktu itu kisaran 3 jt - 4 jt (kalau gak salah)) gak ada lagi apa bang rekomendasi yang mendekati realme xt bang..😢
Itu hp udah jalan kurang lebih 5 tahun bang gue pake..sampe sekarang masih berfungsi dengan baik..";"bang selain realme xt waktu itu kisaran  jt   jt kalau gak salah gak ada lagi apa bang rekomendasi yang mendekati realme xt bang
itu hp udah jalan kurang lebih  tahun bang gue pakesampe sekarang masih berfungsi dengan baik";['abang', 'selain', 'realme', 'xt', 'waktu', 'itu', 'kisaran', 'juta', 'juta', 'kalau', 'tidak', 'salah', 'tidak', 'ada', 'lagi', 'apa', 'abang', 'rekomendasi', 'yang', 'mendekati', 'realme', 'xt', 'abang', 'itu', 'hp', 'sudah', 'jalan', 'kurang', 'lebih', 'tahun', 'abang', 'gue', 'pakesampe', 'sekarang', 'masih', 'berfungsi', 'dengan', 'baik'];['abang', 'realme', 'xt', 'kisaran', 'juta', 'juta', 'salah', 'abang', 'rekomendasi', 'mendekati', 'realme', 'xt', 'abang', 'hp', 'jalan', 'abang', 'gue', 'pakesampe', 'berfungsi'];['abang', 'realme', 'xt', 'kisar', 'juta', 'juta', 'salah', 'abang', 'rekomendasi', 'dekat', 'realme', 'xt', 'abang', 'hp', 'jalan', 'abang', 'gue', 'pakesampe', 'fungsi'];negatif
infinix smart 9 hd bang pake chipset helio G50;infinix smart  hd bang pake chipset helio g;['infinix', 'smart', 'hd', 'abang', 'pakai', 'chipset', 'helio', 'tidak'];['infinix', 'smart', 'hd', 'abang', 'pakai', 'chipset', 'helio'];['infinix', 'smart', 'hd', 'abang', 'pakai', 'chipset', 'hio'];netral
Mantep bgg;mantep bgg;['mantap', 'bgg'];['mantap', 'bgg'];['mantap', 'bgg'];positif
Skrng keluar Tecno Camon 40 Pro, berarti kelas 3-4jt juaranya ganti ya bkn Infinix Note 50 Pro tpi Tecno Camon 40 Pro?? Seharusnya gitu kan?;skrng keluar tecno camon  pro berarti kelas jt juaranya ganti ya bkn infinix note  pro tpi tecno camon  pro seharusnya gitu kan;['sekarang', 'keluar', 'tecno', 'camon', 'pro', 'berarti', 'kelas', 'juta', 'juaranya', 'ganti', 'ya', 'bukan', 'infinix', 'note', 'pro', 'tapi', 'tecno', 'camon', 'pro', 'seharusnya', 'begitu', 'kan'];['tecno', 'camon', 'pro', 'kelas', 'juta', 'juaranya', 'ganti', 'ya', 'infinix', 'note', 'pro', 'tecno', 'camon', 'pro'];['tecno', 'camon', 'pro', 'kelas', 'juta', 'juara', 'ganti', 'ya', 'infinix', 'note', 'pro', 'tecno', 'camon', 'pro'];netral
"Bang msih worth it gk buat ambl 
Asus rog 9fe atau iqoo 13 hrga udh di under 10 jtaan 
Malah dibawah 9jtaan 

Buat daily kamera dan game tipis""
Yg OS ya gk ada iklan kaya xiaomi. 

Atau tnggu realme atau iqoo neo kluar 
Hehe mksh";"bang msih worth it gk buat ambl 
asus rog fe atau iqoo  hrga udh di under  jtaan 
malah dibawah jtaan 

buat daily kamera dan game tipis
yg os ya gk ada iklan kaya xiaomi 

atau tnggu realme atau iqoo neo kluar 
hehe mksh";['abang', 'masih', 'worth', 'itu', 'tidak', 'buat', 'ambl', 'asus', 'rog', 'fe', 'atau', 'iqoo', 'hrga', 'sudah', 'di', 'under', 'jtaan', 'malah', 'dibawah', 'jtaan', 'buat', 'daily', 'kamera', 'dan', 'game', 'tipis', 'yang', 'os', 'ya', 'tidak', 'ada', 'iklan', 'kayak', 'xiaomi', 'atau', 'tunggu', 'realme', 'atau', 'iqoo', 'neo', 'keluar', 'hehe', 'terima kasih'];['abang', 'worth', 'ambl', 'asus', 'rog', 'fe', 'iqoo', 'hrga', 'under', 'jtaan', 'dibawah', 'jtaan', 'daily', 'kamera', 'game', 'tipis', 'os', 'ya', 'iklan', 'kayak', 'xiaomi', 'tunggu', 'realme', 'iqoo', 'neo', 'hehe', 'terima kasih'];['abang', 'worth', 'ambl', 'asus', 'rog', 'fe', 'iqoo', 'hrga', 'under', 'jtaan', 'bawah', 'jtaan', 'daily', 'kamera', 'game', 'tipis', 'os', 'ya', 'iklan', 'kayak', 'xiaomi', 'tunggu', 'realme', 'iqoo', 'neo', 'hehe', 'terima kasih'];netral
Iqoo;iqoo;['iqoo'];['iqoo'];['iqoo'];netral
"Saya mulai kapok kayanya skrg pake infinik beli 2023 lalu, note 12 2023, baru kmaren lagi yutuban hp tiba"" layarnya mati sendiri, tapi masih geter, udh ke tukang servis 2 tempat nyangkanya lcd nya, tpi teryata bkn,kataya mmc/ic nya gtu saya jg kurang ngerti, itu knpa ya bang? ga mksd jelekin infinik mungkin ga semuanya jg,,,
Mungkij disini jg ada yg tau itu knapa ya bang/kak🙏";"saya mulai kapok kayanya skrg pake infinik beli  lalu note   baru kmaren lagi yutuban hp tiba layarnya mati sendiri tapi masih geter udh ke tukang servis  tempat nyangkanya lcd nya tpi teryata bknkataya mmcic nya gtu saya jg kurang ngerti itu knpa ya bang ga mksd jelekin infinik mungkin ga semuanya jg
mungkij disini jg ada yg tau itu knapa ya bangkak";['saya', 'mulai', 'kapok', 'kayanya', 'sekarang', 'pakai', 'infinik', 'beli', 'lalu', 'note', 'baru', 'kemarin', 'lagi', 'yutuban', 'hp', 'tiba', 'layarnya', 'mati', 'sendiri', 'tapi', 'masih', 'geter', 'sudah', 'ke', 'tukang', 'servis', 'tempat', 'nyangkanya', 'lcd', 'ya', 'tapi', 'teryata', 'bknkataya', 'mmcic', 'ya', 'begitu', 'saya', 'juga', 'kurang', 'mengerti', 'itu', 'kenapa', 'ya', 'abang', 'tidak', 'maksud', 'menjelekkan', 'infinik', 'mungkin', 'tidak', 'semuanya', 'juga', 'mungkij', 'disini', 'juga', 'ada', 'yang', 'tau', 'itu', 'knapa', 'ya', 'bangkak'];['kapok', 'kayanya', 'pakai', 'infinik', 'beli', 'note', 'kemarin', 'yutuban', 'hp', 'layarnya', 'mati', 'geter', 'tukang', 'servis', 'nyangkanya', 'lcd', 'ya', 'teryata', 'bknkataya', 'mmcic', 'ya', 'mengerti', 'ya', 'abang', 'maksud', 'menjelekkan', 'infinik', 'mungkij', 'tau', 'knapa', 'ya', 'bangkak'];['kapok', 'kaya', 'pakai', 'infinik', 'beli', 'note', 'kemarin', 'yutuban', 'hp', 'layar', 'mati', 'geter', 'tukang', 'servis', 'nyangkanya', 'lcd', 'ya', 'teryata', 'bknkataya', 'mmcic', 'ya', 'erti', 'ya', 'abang', 'maksud', 'jelek', 'infinik', 'mungkij', 'tau', 'knapa', 'ya', 'bangkak'];netral
Knapa tdk ada IP bg? Apakah IP bukan gadget?;knapa tdk ada ip bg apakah ip bukan gadget;['knapa', 'tidak', 'ada', 'ip', 'bang', 'apakah', 'ip', 'bukan', 'gadget'];['knapa', 'ip', 'bang', 'ip', 'gadget'];['knapa', 'ip', 'bang', 'ip', 'gadget'];netral
Dia jual nama bukan spek dan kebutuhan;dia jual nama bukan spek dan kebutuhan;['dia', 'jual', 'nama', 'bukan', 'spek', 'dan', 'kebutuhan'];['jual', 'nama', 'spek', 'kebutuhan'];['jual', 'nama', 'spek', 'butuh'];netral
Aku liat video ini karena pengen beli baru.xiomi redmi note 8 ku udah ganti batrai 4 kali.sdh pernah diservis rusak 2 kali fix sdh waktunya ganti;aku liat video ini karena pengen beli baruxiomi redmi note  ku udah ganti batrai  kalisdh pernah diservis rusak  kali fix sdh waktunya ganti;['aku', 'lihat', 'video', 'ini', 'karena', 'pengin', 'beli', 'baruxiomi', 'redmi', 'note', 'ku', 'sudah', 'ganti', 'batrai', 'kalisdh', 'pernah', 'diservis', 'rusak', 'kali', 'fix', 'sudah', 'waktunya', 'ganti'];['lihat', 'video', 'pengin', 'beli', 'baruxiomi', 'redmi', 'note', 'ku', 'ganti', 'batrai', 'kalisdh', 'diservis', 'rusak', 'kali', 'fix', 'ganti'];['lihat', 'video', 'pengin', 'beli', 'baruxiomi', 'redmi', 'note', 'ku', 'ganti', 'batrai', 'kalisdh', 'servis', 'rusak', 'kali', 'fix', 'ganti'];negatif
Dikelas 5-6 jt mending vivo v40 atau sony experia 1 mark III (second) bang ?;dikelas  jt mending vivo v atau sony experia  mark iii second bang;['dikelas', 'juta', 'mending', 'vivo', 'v', 'atau', 'sony', 'experia', 'mark', 'iii', 'second', 'abang'];['dikelas', 'juta', 'mending', 'vivo', 'v', 'sony', 'experia', 'mark', 'iii', 'second', 'abang'];['kelas', 'juta', 'mending', 'vivo', 'v', 'sony', 'experia', 'mark', 'iii', 'second', 'abang'];positif
Mending samsung a56 aja, tapi kalo dari kedua itu mark 3 aja;mending samsung a aja tapi kalo dari kedua itu mark  aja;['mending', 'samsung', 'a', 'saja', 'tapi', 'kalau', 'dari', 'kedua', 'itu', 'mark', 'saja'];['mending', 'samsung', 'a', 'mark'];['mending', 'samsung', 'a', 'mark'];positif
Tapi kalo gak mau kena garis ijo v40 aja;tapi kalo gak mau kena garis ijo v aja;['tapi', 'kalau', 'tidak', 'mau', 'kena', 'garis', 'ijo', 'v', 'saja'];['kena', 'garis', 'ijo', 'v'];['kena', 'garis', 'ijo', 'v'];netral
​@@Aneh820iemang sony rawan green line ya ?;sony rawan green line ya;['sony', 'rawan', 'green', 'line', 'ya'];['sony', 'rawan', 'green', 'line', 'ya'];['sony', 'rawan', 'green', 'line', 'ya'];netral
​@@eduardussugiarto1429lebih ke chipsetnya aja sih, snapdragon 888 terlalu panas, dan salah stau penyebab green line adalah panas;ke chipsetnya aja sih snapdragon  terlalu panas dan salah stau penyebab green line adalah panas;['ke', 'chipsetnya', 'saja', 'sih', 'snapdragon', 'terlalu', 'panas', 'dan', 'salah', 'stau', 'penyebab', 'green', 'line', 'adalah', 'panas'];['chipsetnya', 'sih', 'snapdragon', 'panas', 'salah', 'stau', 'penyebab', 'green', 'line', 'panas'];['chipsetnya', 'sih', 'snapdragon', 'panas', 'salah', 'stau', 'sebab', 'green', 'line', 'panas'];negatif
