;komentar;label;step01
368;<username> <username> <username> <username> inget kata gw bahwa naturalisasi lebih besar dr urusan main bola. tp ya kalo taunya cm urusan bola ya wajar. ðŸ¤£;positif;    inget kata gw bahwa naturalisasi lebih besar dr urusan main bola tp ya kalo taunya cm urusan bola ya wajar
369;Padahal situasinya skrg lebih banyak yg dukung naturalisasi  &amp  progress STY di timnas. Ngebentur2in hal ini justru malah nambah musuh &amp  org antipati sm opininya. Harusnya netizen2 ini dirangkul, biar makin banyak yg cerewet tagih perbaikan sistem pembinaan ke federasi.;positif;padahal situasinya skrg lebih banyak yg dukung naturalisasi amp progress sty di timnas ngebenturin hal ini justru malah nambah musuh amp org antipati sm opininya harusnya netizen ini dirangkul biar makin banyak yg cerewet tagih perbaikan sistem pembinaan ke federasi
370;<username> Setuju sejauh ini masih banyak pembenturan pembinaan dengan isu naturalisasi.   Apalagi yg bikin narasi polarisasi dengan melabeli lokal dan naturalisasi di timnas.   Ini narasi buat perpecahan kubu antar suporter Indonesia.;positif; setuju sejauh ini masih banyak pembenturan pembinaan dengan isu naturalisasi apalagi yg bikin narasi polarisasi dengan melabeli lokal dan naturalisasi di timnas ini narasi buat perpecahan kubu antar supo er indonesia
371;Yuk jurnalis, pengamat, influencer, netizen, yg ngakunya peduli pembinaan usia muda, sering2 ramein atau bikin postingan2 semacam ini yuk. Kita fokus support perbaikan grass root &amp  youth development. Drpd trus bentur2in isu ini sm naturalisasi, udh gak relevan lg.;positif;yuk jurnalis pengamat influencer netizen yg ngakunya peduli pembinaan usia muda sering ramein atau bikin postingan semacam ini yuk kita fokus suppo  perbaikan grass root amp youth development drpd trus benturin isu ini sm naturalisasi udh gak relevan lg
372;<username> <username> <username> <username> butuh itu apa maksudnya. kalo ukurannya di atas pemain lokal ya rata rata naturalisasi demikian wong naturalisasi pd berkarir di eropa bahkan bbrp di divisi teratas.  tp ini kan bola emang kalah ya tinggal kalah kan gak bakal pd mati lu kalah bola doang.;positif;    butuh itu apa maksudnya kalo ukurannya di atas pemain lokal ya rata rata naturalisasi demikian wong naturalisasi pd berkarir di eropa bahkan bbrp di divisi teratas tp ini kan bola emang kalah ya tinggal kalah kan gak bakal pd mati lu kalah bola doang
373;<username> klo cuma karna banyak pemain naturalisasi filipina lebih banyak harusnya mereka lebih pantas berpestasi. klo tc di luar negeri emang seharusnya dilakuin dari dulu siapapun pelatihnya klo pssi emang niat majuin sepak bola indonesia.;positif; klo cuma karna banyak pemain naturalisasi filipina lebih banyak harusnya mereka lebih pantas berpestasi klo tc di luar negeri emang seharusnya dilakuin dari dulu siapapun pelatihnya klo pssi emang niat majuin sepak bola indonesia
374;<username> yg lokalâ€ koarâ€ gamau nerima pemain naturalisasi, coba liat nihhh pemain lokal yg klean banggain. bandel bgt, ksel gue lama lama ngeliat kelakuan timnas bola indo, udah bukan kek atlet tpi kelakuannya malah kek seleb, ngelanggar peraturan coach yg jelasâ€ itu buat kebaikan mereka;positif; yg lokal koar gamau nerima pemain naturalisasi coba liat nihhh pemain lokal yg klean banggain bandel bgt ksel gue lama lama ngeliat kelakuan timnas bola indo udah bukan kek atlet tpi kelakuannya malah kek seleb ngelanggar peraturan coach yg jelas itu buat kebaikan mereka
375;A untuk timnas! ðŸ”¥ ðŸ‡® ðŸ‡© Statistik Thom Haye di Eropa sungguh mengesankan, pantas jadi andalan kita. Semoga proses naturalisasi berjalan lancar dan Haye bisa memberikan kontribusi besar untuk kebangkitan sepak bola Indonesia! ðŸ’ª âš½ ï¸;positif;untuk timnas statistik thom haye di eropa sungguh mengesankan pantas jadi andalan kita semoga proses naturalisasi berjalan lancar dan haye bisa memberikan kontribusi besar untuk kebangkitan sepak bola indonesia
376;<username> <username> <username> ya memang dr dulu pemain indo gapernah fit makanya gapernah bisa main bola gapernah bisa menang udah cocok naturalisasi semua lebih disiplin tu bule2;positif;   ya memang dr dulu pemain indo gapernah fit makanya gapernah bisa main bola gapernah bisa menang udah cocok naturalisasi semua lebih disiplin tu bule
377;Ciee, si Thom Haye lagi ngebut nih! Karirnya di sepak bola Eropa keren banget, bro! Sekarang lagi proses naturalisasi buat main di Timnas Indonesia, semoga bisa jadi pemain tengah kelas dunia deh!;positif;ciee si thom haye lagi ngebut nih karirnya di sepak bola eropa keren banget bro sekarang lagi proses naturalisasi buat main di timnas indonesia semoga bisa jadi pemain tengah kelas dunia deh
378;<username> Kompetisi dari tahun 90an  hasilnya ya gtu2 saja, hal dasar dalam diet saja masih jauh dari harapan, pdhal kalau kata media gaji pemain2 bola lokal udah tinggi2. Naturalisasi cara yg halal, toh yg dicari half-blood. Liga dan pemain di dalam negeri arus bisa cath up nutup GAPnya;positif; kompetisi dari tahun   an hasilnya ya gtu saja hal dasar dalam diet saja masih jauh dari harapan pdhal kalau kata media gaji pemain bola lokal udah tinggi naturalisasi cara yg halal toh yg dicari half blood liga dan pemain di dalam negeri arus bisa cath up nutup gapnya
379;Masa penduduk 270an juta masih harus nyari naturalisasi sih buat dpt 11 pemain bola? Bro, jumlah diaspora kita tuh 8 jutaan, salah satu yg terbanyak di Asia. Masa dari 8 juta itu trus ada yg jago, ga boleh diambil? Mereka kan aset kita jg.;positif;masa penduduk    an juta masih harus nyari naturalisasi sih buat dpt   pemain bola bro jumlah diaspora kita tuh   jutaan salah satu yg terbanyak di asia masa dari   juta itu trus ada yg jago ga boleh diambil mereka kan aset kita jg
380;<username> <username> <username> Van burgerking mah udah gamain bola baru dinaturalisasi. Emang PSSI jaman dulu aja kocak naturalisasi asal-asalan. Buktinya Lilipaly yang 1 periode sama naturalisasi gagal itu sukses kok. ðŸ¤£;positif;   van burgerking mah udah gamain bola baru dinaturalisasi emang pssi jaman dulu aja kocak naturalisasi asal asalan buktinya lilipaly yang   periode sama naturalisasi gagal itu sukses kok
381;<username> Padahal akar permasalahan ada disitu, naturalisasi cuma konsekuensi dari jeleknya kualitas kompetisi dan pembinaan usia dini bola lokal, lucunya yang selalu dikritisi konsekuensi nya tapi akar dari permasalahannya pada ademÂ² aja;positif; padahal akar permasalahan ada disitu naturalisasi cuma konsekuensi dari jeleknya kualitas kompetisi dan pembinaan usia dini bola lokal lucunya yang selalu dikritisi konsekuensi nya tapi akar dari permasalahannya pada adem aja
382;Nah tuh tahu kalau kompetisi sama pembinaan usia muda perlu dibenah. Naturalisasi keturunan kok terdengar jadi alasan untuk terhambatnya pengembangan sepak bola lokal;positif;nah tuh tahu kalau kompetisi sama pembinaan usia muda perlu dibenah naturalisasi keturunan kok terdengar jadi alasan untuk terhambatnya pengembangan sepak bola lokal
383;Kompetisi bola lokal saja persoalan kinerja wasit tahun ke tahun blm ada perubahan signifikan. Gue sih setuju naturalisasi pemain berdarah indo.;positif;kompetisi bola lokal saja persoalan kinerja wasit tahun ke tahun blm ada perubahan signifikan gue sih setuju naturalisasi pemain berdarah indo
384;"<username> Bang argentina yg juara dunia aja baru Ini ambil pemain Spanyol loh, pemain keturunan udah biasa dalam dunia sepak bola, berhubung negara kita ga menganut Dwikenegaraan makanya harus naturalisasi""";positif; bang argentina yg juara dunia aja baru ini ambil pemain spanyol loh pemain keturunan udah biasa dalam dunia sepak bola berhubung negara kita ga menganut dwikenegaraan makanya harus naturalisasi
385;<username> Krn sistem pembinaannya masih blm rapi/asal2an, jd banyak yg takut naturalisasi bikin federasi makin males benerin aspek ini. Kuncinya ada di keseriusan federasi benahi sistem pembinaan. Biar g terus dibentur2in sm isu naturalisasi.;positif; krn sistem pembinaannya masih blm rapiasalan jd banyak yg takut naturalisasi bikin federasi makin males benerin aspek ini kuncinya ada di keseriusan federasi benahi sistem pembinaan biar terus dibenturin sm isu naturalisasi
386;<username> <username> Situasi skrg hampir semua lini kurang kuat untuk bersaing di level Asia. Talenta diaspora blm tentu tiap tahun muncul, jd g ada salahnya klo mau memaksimalkan. Toh buat kepentingan negara jg. Soal pembinaan ini bahasan berbeda, mau ada naturalisasi/ngga y harus ttp jln.;positif;  situasi skrg hampir semua lini kurang kuat untuk bersaing di level asia talenta diaspora blm tentu tiap tahun muncul jd ada salahnya klo mau memaksimalkan toh buat kepentingan negara jg soal pembinaan ini bahasan berbeda mau ada naturalisasingga harus ttp jln
387;<username> <username> Satu line up naturalisasi smua;positif;  satu line up naturalisasi smua
388;<username> <username> <username> Tapi disini squadnya merata Bukan cm material posisinya Tapi pemain berdarah Jawa, Sumatera, Naturalisasi sampe anak timur Papua bener2 berhasil menyatukan fanatik club' bola yg waktu itu lagi rusuh2nya  Jd terbaik bukan cm prestasinya Tapi vibes nya waktu itu berasa bgt;positif;   tapi disini squadnya merata bukan cm material posisinya tapi pemain berdarah jawa sumatera naturalisasi sampe anak timur papua bener berhasil menyatukan fanatik club bola yg waktu itu lagi rusuhnya jd terbaik bukan cm prestasinya tapi vibes nya waktu itu berasa bgt
389;<username> <username> <username> Iya neneknya oramg sulawesi.. Itu udah memenuhi syarat FIFA kok untuk di naturalisasi.. Half blood sampai pihak kakek/nenek..;positif;   iya neneknya oramg sulawesi itu udah memenuhi syarat fifa kok untuk di naturalisasi half blood sampai pihak kakeknenek
390;"<username> seharusnya pemerintah bersikap jelas: memulangkan/mengusir mereka itu ndak mungkin dan tidak dibenarkan UUD peri kemanusiaan"" membuat mereka terus djadi ""pengungsi"" pun mau sampai kapan kalau naturalisasi atas nama sepak bola sadja ada kenapa atas dasar kemanusiaan tidak bisa""";positif; seharusnya pemerintah bersikap jelas memulangkanmengusir mereka itu ndak mungkin dan tidak dibenarkan uud peri kemanusiaan membuat mereka terus djadi pengungsi pun mau sampai kapan kalau naturalisasi atas nama sepak bola sadja ada kenapa atas dasar kemanusiaan tidak bisa
391;<username> Pemain naturalisasi udah. Sekarang waktunya ganti generasi komentator juga. Nonton timnas, komentator cuma modal semangat dan jargon2 konyol.  Sesekali undang kek para pengamat bola di X ini, asli...beberapa ulasannya keren2 ngebahas taktik.;positif; pemain naturalisasi udah sekarang waktunya ganti generasi komentator juga nonton timnas komentator cuma modal semangat dan jargon konyol sesekali undang kek para pengamat bola di ini asli beberapa ulasannya keren ngebahas taktik
392;<username> <username> 3thun llu gk di naturalisasi mgkin msih trauma sama paketan naturalisasi era dualisme dlu lent... Tkut salah comot, taulah sifat org indo klo trauma lebaynya gk ketulungan...;positif;   thun llu gk di naturalisasi mgkin msih trauma sama paketan naturalisasi era dualisme dlu lent tkut salah comot taulah sifat org indo klo trauma lebaynya gk ketulungan
393;<username> <username> 3 tahun lalu indonesia memang ga gencar buat naturalisasi pemain. Mungkin ini waktu yang pas buat dia;positif;    tahun lalu indonesia memang ga gencar buat naturalisasi pemain mungkin ini waktu yang pas buat dia
394;\;positif;
395;Naturalisasi pemain keturunan menjadi langkah efektif sehubungan dengan pengelolaan akademi sepak bola indonesia yang belum bagus dan pengelolaan liga indonesia yang dinilai masih belum bisa bersaing dengan liga liga tetangga seperti Malaysia. Hanya beropini saja.;positif;naturalisasi pemain keturunan menjadi langkah efektif sehubungan dengan pengelolaan akademi sepak bola indonesia yang belum bagus dan pengelolaan liga indonesia yang dinilai masih belum bisa bersaing dengan liga liga tetangga sepe i malaysia hanya beropini saja
396;semua persyaratan yang diperlukan untuk proses naturalisasi. Semoga Thom Haye segera menjadi bagian dari timnas Indonesia dan memberikan kontribusi besar dalam perjalanan sepak bola Indonesia.;positif;semua persyaratan yang diperlukan untuk proses naturalisasi semoga thom haye segera menjadi bagian dari timnas indonesia dan memberikan kontribusi besar dalam perjalanan sepak bola indonesia
397;<username> Mau percaya sama akmal aja udah aneh. Dulu pas belum jadi anggota satgas anti mafia bola dia koar2 punya bukti adanya praktik mafia bola di internal federasi. Eh sekarang cuma tebar gosip2 yg mendiskreditkan pemain naturalisasi dan pelatih timnas  https://t.co/H80RK0qdCX;positif; mau percaya sama akmal aja udah aneh dulu pas belum jadi anggota satgas anti mafia bola dia koar punya bukti adanya praktik mafia bola di internal federasi eh sekarang cuma tebar gosip yg mendiskreditkan pemain naturalisasi dan pelatih timnas cohrkqdcx
